branch,cgpa,internship_count,project_count,certifications_count,coding_skills_score,communication_skills_score,soft_skills_score,hackathon_participation,placement_probability
5,9.42,4,2,4,89,90,89,1,83
6,7.24,2,5,5,88,58,97,1,75
1,9.33,4,4,5,57,63,66,0,82
3,5.65,1,5,5,95,44,77,0,65
4,8.18,1,2,1,60,47,41,1,55
4,8.39,2,6,2,42,59,72,0,69
5,8.28,4,3,5,80,96,44,1,82
1,7.24,3,7,3,67,74,53,0,77
3,8.42,0,6,0,67,41,66,0,62
4,6.2,1,2,3,71,45,89,0,53
1,7.98,4,5,1,78,98,98,0,78
3,7.77,2,1,5,63,55,75,0,63
2,6.59,2,3,1,93,86,66,1,63
5,8.89,1,4,0,46,75,53,1,62
6,5.4,1,1,5,58,41,54,0,49
4,5.86,3,2,1,40,53,66,0,50
4,7.36,2,5,3,72,77,98,1,71
3,9.46,4,5,1,72,91,95,1,82
6,7.88,0,5,3,50,65,97,0,63
2,9.21,0,2,5,98,98,98,0,75
1,7.59,3,3,2,99,59,93,0,70
5,8.93,4,4,5,62,68,47,1,82
1,6.63,0,1,4,89,97,60,1,59
3,9.08,0,2,0,84,43,73,0,57
4,7.01,4,5,1,67,59,88,0,69
2,7.79,4,4,5,93,63,67,0,82
4,5.88,1,5,0,86,40,63,0,55
1,9.6,0,2,1,56,64,56,0,59
2,8.51,0,5,2,49,53,97,0,62
5,9.29,3,2,3,47,74,96,0,70
3,6.04,1,7,0,92,92,91,1,66
5,5.34,1,5,2,48,60,45,1,53
3,6.69,0,2,2,58,75,77,0,51
5,7.58,2,5,4,89,91,58,0,78
1,9.01,2,4,2,47,62,40,0,68
6,6.99,4,4,4,98,85,77,1,79
2,6.35,1,5,2,44,59,65,0,56
3,6.86,0,5,3,53,65,44,1,59
1,8.52,0,2,2,84,90,43,0,63
4,6.68,0,2,5,72,66,64,1,58
4,9.9,3,2,3,82,80,84,0,78
5,5.87,2,3,1,83,53,91,1,56
4,8.77,3,5,2,77,75,88,0,78
6,7.95,0,6,2,51,43,97,1,61
3,6.17,0,5,1,42,65,84,1,51
5,8.77,1,5,4,79,83,61,0,77
3,7.24,1,5,3,68,79,87,0,67
3,8.41,2,2,1,61,99,52,0,64
1,8.31,4,7,1,73,55,62,1,80
4,5.55,0,7,5,45,82,72,1,63
2,9.2,1,7,0,74,78,64,1,75
3,8.41,2,7,1,78,59,49,0,75
6,8.9,3,2,4,55,85,57,0,73
6,7.24,0,3,4,70,63,94,1,60
2,5.98,4,7,4,88,49,66,1,78
4,6.63,2,2,3,83,41,95,0,59
4,9.51,4,6,3,54,100,95,1,87
5,9.69,0,5,2,85,84,88,0,75
5,7.41,2,5,1,40,48,65,1,60
5,6.49,1,7,5,97,57,88,1,75
4,8.65,4,1,4,83,81,81,0,76
3,8.83,3,2,1,59,85,91,0,67
1,9.08,3,1,2,62,69,41,1,67
2,5.16,4,5,2,59,42,49,1,61
2,5.05,0,2,4,71,68,99,1,50
2,6.79,0,7,1,85,93,59,1,67
5,5.76,0,5,2,87,46,77,1,56
1,9.02,3,1,0,64,64,42,0,62
6,7.66,3,7,3,86,63,49,1,81
4,9.13,1,1,1,47,82,67,1,58
6,5.88,0,4,4,92,45,58,1,59
5,8.14,3,7,2,72,54,98,0,78
3,7.9,3,4,2,84,54,56,1,71
5,6.7,0,2,2,69,79,83,0,53
1,7.59,0,2,3,42,66,92,1,53
5,7.95,3,7,1,63,100,83,0,78
2,9.45,4,2,2,51,98,62,0,75
3,5.28,3,2,5,70,60,67,0,60
3,9.12,1,2,3,46,97,66,1,66
4,9.9,2,2,0,79,97,71,0,71
4,8.66,0,6,1,56,84,77,0,67
2,8.69,1,2,4,89,71,51,0,70
3,6.09,4,1,1,49,71,59,1,54
2,7.62,2,1,2,54,51,45,0,55
3,8.53,3,1,4,94,83,42,1,74
1,8.01,0,6,5,60,48,42,1,69
5,6.93,3,5,1,60,59,62,0,65
4,9.7,1,7,4,99,88,48,1,89
1,7.57,0,7,1,68,54,72,0,64
5,9.85,3,3,5,81,52,75,0,82
4,7.82,0,5,0,80,85,51,1,63
2,8.97,1,2,0,40,47,65,1,53
1,8.71,3,3,0,60,60,76,1,65
6,8.3,2,1,1,94,84,89,1,65
6,5.07,4,1,4,44,64,87,1,55
4,5.39,3,4,0,54,74,49,1,55
1,7.91,0,2,3,85,96,83,0,64
5,9.56,3,2,3,65,79,50,1,74
5,8.01,0,4,0,50,69,58,1,55
1,6.18,1,5,0,94,70,44,1,60
6,6.6,4,4,2,88,45,63,0,69
1,8.12,0,6,3,60,50,74,0,66
6,7.99,3,2,3,85,81,67,1,71
6,9.78,1,6,0,45,97,69,1,72
2,7.65,2,6,5,93,98,58,0,84
2,6.78,3,6,2,43,47,45,0,65
5,7.62,4,1,4,84,47,95,0,69
4,8.93,1,4,2,60,94,88,0,70
3,7.7,3,3,2,95,78,94,0,72
1,6.63,0,1,3,93,90,84,0,57
6,6.69,0,5,0,56,94,78,0,56
1,8.78,0,1,0,92,51,58,0,55
4,5.33,3,5,0,70,42,90,0,56
4,6.37,4,1,2,83,82,96,0,63
3,5.77,0,2,2,62,84,70,1,49
3,9.72,3,7,5,71,55,97,0,90
6,5.45,3,6,1,83,80,83,0,67
2,8.79,4,7,4,95,66,50,1,92
3,8.15,1,5,1,75,55,56,1,65
2,8.16,1,5,5,73,44,56,1,72
2,8.82,3,4,4,91,98,89,1,84
6,7.0,1,1,1,45,79,54,0,49
5,7.0,2,5,1,77,51,45,0,64
2,6.44,4,5,1,61,42,71,1,64
6,7.99,3,1,1,72,74,79,0,62
3,9.65,1,1,2,50,84,50,1,63
1,9.62,1,3,4,94,42,97,1,74
3,8.51,4,4,5,62,100,52,0,84
4,9.53,0,5,1,100,70,56,0,73
3,9.82,1,1,1,92,63,67,1,65
5,8.98,4,5,5,100,80,88,0,91
6,7.04,0,3,0,83,68,57,0,54
2,7.42,3,3,2,75,94,67,0,69
4,9.66,0,5,3,67,72,87,1,73
6,8.35,1,4,0,87,77,94,0,66
6,9.1,3,2,5,98,90,55,1,82
2,5.58,3,7,3,58,55,75,0,68
3,5.97,0,5,1,98,72,88,0,59
1,6.72,3,3,4,82,49,79,1,67
4,5.94,0,4,3,82,69,59,1,58
2,9.53,0,6,3,52,73,78,1,73
5,6.08,0,1,3,52,100,66,1,50
5,7.79,4,7,4,47,99,79,0,84
1,5.43,1,6,0,82,74,72,0,58
1,5.77,3,4,2,87,46,41,0,62
3,6.24,2,4,4,52,45,52,1,60
5,9.91,1,7,0,95,54,41,0,78
4,8.99,2,7,1,74,71,98,0,78
2,8.37,0,5,0,66,41,76,0,59
1,9.58,3,4,3,50,71,44,1,76
1,9.78,1,1,0,60,67,45,1,59
1,7.27,2,7,0,47,60,89,1,64
2,6.64,2,6,1,81,56,71,1,66
4,6.58,2,5,1,65,58,87,0,61
5,5.18,1,3,0,69,53,63,1,46
4,6.4,4,7,4,61,88,56,0,79
2,6.78,0,1,1,89,90,48,1,53
4,5.18,3,5,3,88,73,92,0,67
3,9.41,2,7,4,78,87,97,1,88
2,9.24,1,5,5,89,59,79,1,80
1,6.26,2,7,0,49,60,79,0,61
5,9.01,1,2,5,65,87,41,1,71
3,8.98,4,1,3,91,42,48,1,73
3,6.68,2,4,3,66,97,45,0,67
2,8.49,2,1,4,61,53,58,1,64
6,6.45,3,7,0,52,60,72,1,65
1,5.35,1,1,3,78,66,96,0,50
5,7.52,1,2,5,94,46,58,1,65
5,7.19,4,7,5,46,81,72,0,82
5,5.69,2,4,1,91,68,92,1,60
2,7.45,3,6,1,82,48,95,1,71
1,9.75,0,2,4,81,79,84,1,71
2,8.66,3,2,1,97,54,100,0,69
5,8.69,3,2,2,51,83,69,1,67
4,8.79,3,7,0,52,67,78,0,75
4,8.72,3,1,3,51,77,92,0,66
1,5.1,2,6,3,51,54,52,0,59
5,9.62,3,2,4,77,54,57,1,76
2,9.15,1,3,4,42,69,41,1,67
6,6.37,1,4,3,47,96,42,1,60
6,7.76,3,6,1,88,71,45,1,76
6,8.08,1,4,4,70,79,67,0,70
4,5.66,2,6,2,52,51,52,0,59
2,6.27,0,2,4,47,59,59,1,50
6,5.12,3,6,1,76,66,71,0,63
5,9.32,1,1,0,63,41,99,0,55
5,5.12,1,6,2,67,80,70,1,59
6,6.59,2,7,4,43,61,100,1,69
3,5.39,2,5,0,55,65,48,0,54
6,8.91,0,7,0,57,79,42,1,68
3,9.62,4,5,5,43,47,93,1,82
1,7.81,4,1,3,82,75,70,0,70
1,5.7,4,2,1,79,65,54,0,59
5,7.79,0,2,3,97,76,43,0,63
2,8.85,3,3,5,72,56,88,1,77
4,8.59,4,5,1,98,96,56,0,83
2,8.71,4,5,5,84,46,84,0,85
5,6.4,1,4,0,92,40,98,1,55
5,5.37,1,2,4,66,66,70,1,53
2,5.74,3,1,1,93,81,68,0,57
4,9.78,2,2,1,75,65,50,0,68
5,8.07,0,2,0,43,71,100,1,50
4,8.64,4,3,2,75,53,71,1,73
5,9.5,0,6,0,52,58,79,0,65
1,9.26,1,6,5,90,48,42,0,82
3,6.09,0,1,0,87,82,89,1,47
5,5.29,1,3,1,99,98,40,0,57
3,9.63,0,3,0,53,83,47,1,61
6,9.91,1,3,3,81,40,80,0,71
5,7.84,0,6,0,76,93,56,0,66
1,9.44,4,3,4,86,60,47,0,82
4,6.16,4,2,0,45,59,82,1,53
1,5.56,3,6,0,90,88,72,1,67
3,7.5,0,6,4,53,94,65,0,69
4,9.06,2,4,2,98,72,41,1,77
1,8.27,3,2,2,82,72,86,1,69
1,8.19,0,3,2,42,57,99,0,55
1,5.09,2,3,3,64,80,88,0,56
2,6.59,4,4,4,73,56,68,1,71
4,9.7,4,5,3,45,95,54,0,84
1,5.67,4,7,3,95,52,100,0,76
1,8.63,2,1,5,79,88,100,1,72
3,8.8,1,3,3,40,82,69,0,65
1,8.66,0,7,4,99,88,89,1,82
1,9.95,3,3,1,85,48,83,1,74
6,7.05,3,2,1,87,95,85,0,65
4,8.41,4,3,2,88,85,51,0,77
6,5.97,1,3,3,47,40,41,1,50
2,7.0,0,1,2,56,62,99,1,48
3,7.46,0,7,3,52,79,60,1,68
6,6.07,3,2,2,58,73,68,0,57
2,9.53,3,7,0,80,75,97,1,82
5,8.58,3,5,4,74,89,68,0,82
4,6.42,0,3,3,89,84,55,1,60
1,5.67,3,3,5,72,53,90,1,64
6,6.44,0,5,3,84,93,70,0,65
6,8.11,4,4,3,84,60,100,1,77
1,9.13,1,7,4,83,82,72,0,84
1,7.52,3,5,0,72,82,97,0,69
3,5.51,0,5,1,81,60,41,0,54
6,6.25,4,2,4,90,67,83,1,69
6,6.73,2,6,0,93,71,43,0,68
5,8.18,4,5,2,78,69,78,0,78
2,6.23,1,2,3,85,79,99,0,58
5,6.17,4,6,3,77,51,88,0,73
6,6.43,3,5,1,77,68,44,1,66
5,7.96,3,7,2,48,40,41,0,72
6,7.46,2,3,0,91,65,84,1,62
4,9.21,0,3,2,87,55,99,1,66
3,8.49,4,6,2,76,57,47,0,80
5,8.33,2,4,1,86,72,89,1,70
6,5.77,3,6,0,40,91,75,1,61
5,5.28,0,7,1,75,89,45,0,60
2,7.55,0,5,0,81,81,80,0,62
3,5.36,1,1,4,77,82,49,1,54
4,6.82,3,5,4,94,62,75,1,75
1,5.13,0,6,3,98,87,43,0,64
1,5.88,1,7,1,41,99,78,1,61
5,5.55,1,1,4,49,44,53,1,46
6,9.0,3,7,5,93,60,51,1,91
2,6.73,0,7,2,90,40,86,0,65
3,5.39,0,6,2,62,70,56,0,56
4,6.33,4,5,4,48,57,60,0,69
4,8.41,0,2,1,50,60,92,0,53
4,8.73,1,3,3,75,46,52,0,66
1,5.6,2,7,2,95,40,72,0,67
3,8.89,3,7,3,81,62,93,0,85
1,6.85,2,1,2,77,66,52,1,57
5,8.4,0,1,0,74,99,87,0,56
4,8.36,1,5,4,52,41,84,0,67
3,8.97,2,3,1,58,73,48,0,66
4,8.49,3,7,2,74,96,94,1,83
1,5.19,4,4,4,91,55,89,1,68
1,7.6,2,1,3,69,79,87,1,62
1,5.83,4,3,1,57,49,59,0,57
4,9.85,0,3,1,51,59,83,1,61
3,6.28,0,7,4,51,87,79,0,66
3,7.1,3,1,4,60,76,40,0,63
5,5.98,4,2,4,51,64,52,1,62
4,5.67,4,6,0,95,43,61,1,67
5,8.0,3,2,0,67,71,90,0,62
2,7.47,2,5,1,68,97,52,0,69
5,6.87,3,7,4,78,84,74,1,80
5,5.43,0,6,5,80,67,99,0,64
5,8.68,4,6,5,83,79,40,1,90
1,5.03,1,5,0,90,52,85,1,53
2,7.29,1,3,1,43,44,95,0,51
5,8.16,0,7,2,70,56,92,0,69
3,7.15,4,1,5,63,86,72,1,70
5,5.63,4,2,4,81,46,100,0,63
1,8.89,3,3,0,98,49,44,1,70
6,6.62,2,7,1,90,66,69,1,71
2,5.67,3,2,4,88,98,44,0,66
6,7.75,1,1,1,57,74,82,1,53
6,5.1,4,2,2,81,62,64,0,59
2,6.62,2,4,5,65,95,99,0,70
4,8.75,3,7,1,95,55,65,1,82
3,9.56,2,5,1,83,91,58,1,79
1,7.96,1,6,2,94,66,51,1,73
2,6.09,2,2,3,59,54,96,1,54
6,6.1,4,1,4,47,45,47,0,57
1,8.02,2,7,2,90,81,49,1,80
1,7.03,2,1,5,72,78,57,0,64
4,5.89,3,4,2,43,63,80,1,58
6,8.94,2,1,5,77,90,50,0,73
5,6.0,2,4,4,61,62,69,1,62
1,6.61,1,3,5,75,44,44,1,61
6,5.31,2,2,1,87,46,63,1,51
1,8.51,3,1,0,70,61,84,1,61
4,6.38,3,5,4,47,68,52,1,67
4,6.16,4,2,2,48,92,95,0,61
5,6.52,1,7,1,86,70,75,1,67
4,9.37,0,4,5,57,74,88,1,72
6,7.59,4,2,3,74,97,66,1,73
2,5.79,2,2,1,99,73,71,1,57
4,8.87,1,1,0,63,58,53,0,55
2,6.04,4,5,1,56,73,80,1,65
5,7.06,3,3,0,40,69,93,1,56
3,7.84,1,5,3,78,58,41,1,69
1,7.92,1,6,3,81,57,43,1,72
1,5.35,2,4,1,54,40,50,0,50
6,9.18,1,6,4,94,80,81,1,83
5,7.4,1,7,4,52,97,76,1,74
5,9.95,0,5,4,62,92,87,0,77
5,8.59,2,5,5,68,55,77,0,77
1,9.96,1,4,5,100,96,76,1,86
4,7.27,1,7,3,70,79,52,0,72
1,5.7,0,7,0,76,94,48,0,60
1,8.64,0,5,5,67,67,81,1,72
1,8.89,3,3,5,71,93,66,0,80
4,9.26,2,2,2,46,50,41,1,63
3,6.51,0,3,1,53,87,86,1,51
6,7.55,1,6,5,53,91,66,0,74
3,9.29,0,2,5,71,71,51,0,68
3,9.32,4,2,0,48,65,51,1,67
1,5.13,3,5,2,93,49,42,1,64
3,8.35,3,2,3,45,62,65,0,65
1,8.01,2,4,2,90,87,54,0,73
1,5.42,3,3,3,54,84,66,0,59
6,9.65,2,2,3,69,78,90,0,72
5,7.23,4,5,5,69,72,84,0,79
1,8.37,1,5,5,55,53,74,1,71
3,9.41,4,5,5,62,48,52,0,84
6,5.65,2,1,0,70,53,93,1,46
2,9.28,2,3,4,93,75,95,0,78
2,8.62,2,5,4,51,94,44,0,76
2,9.2,1,7,0,60,80,82,0,73
3,7.47,2,4,1,42,41,93,1,57
5,5.17,4,5,3,42,100,56,0,66
4,8.35,1,1,1,77,95,97,1,61
5,6.87,4,3,3,61,50,58,1,66
6,7.01,1,2,5,60,91,59,1,63
5,7.21,2,3,3,90,53,98,0,66
2,7.46,1,2,5,83,75,62,0,66
5,8.31,0,7,4,55,74,98,0,73
6,8.63,4,2,4,57,81,51,0,75
6,8.88,0,5,3,43,91,71,0,68
2,8.36,0,6,5,59,64,68,0,72
3,9.02,2,4,4,97,72,44,0,80
1,5.61,2,4,4,84,48,88,1,63
4,9.18,0,6,5,52,52,90,1,73
4,6.94,1,5,2,70,82,82,0,65
2,7.64,2,1,2,41,49,41,0,53
4,7.17,4,2,5,69,96,45,1,74
5,7.38,0,6,3,70,72,60,1,67
6,6.43,4,4,4,67,84,74,0,73
6,5.85,4,3,2,48,48,54,0,58
2,5.52,4,1,1,98,93,57,1,61
6,7.26,0,5,3,50,79,88,0,62
1,5.63,3,1,3,74,52,86,0,55
6,6.22,2,7,1,88,63,41,0,68
6,5.67,4,7,3,83,79,44,1,77
5,5.55,0,4,4,76,98,76,0,60
3,9.41,3,6,2,85,95,80,0,86
4,8.37,0,7,0,97,99,45,1,74
5,9.62,2,7,2,90,56,90,0,83
5,8.22,0,7,5,93,72,81,1,80
5,9.22,1,5,1,56,62,98,0,68
4,7.78,1,4,0,65,66,90,0,59
2,7.31,4,2,5,43,83,58,1,70
5,7.64,0,7,5,72,100,55,0,77
3,6.6,0,7,4,56,83,51,0,67
2,8.29,4,7,4,81,96,63,0,91
6,9.49,4,1,2,47,82,48,0,70
3,8.91,3,6,3,65,65,42,0,80
2,7.31,0,2,5,82,63,56,0,62
6,9.77,2,3,3,59,50,69,1,71
6,9.93,2,2,1,81,68,66,0,70
5,7.47,2,1,3,90,87,63,1,65
5,9.32,4,3,4,77,44,81,1,79
4,5.02,4,4,0,82,63,89,1,59
1,5.33,4,6,5,87,48,78,1,75
3,5.11,2,3,2,81,94,46,0,58
4,8.87,3,1,2,96,98,48,0,74
4,5.4,1,7,2,93,49,55,1,64
3,5.09,0,5,3,72,50,95,1,54
2,5.74,1,3,0,79,100,50,0,54
3,6.53,0,4,3,56,70,48,0,56
6,7.32,4,3,3,90,42,40,0,71
1,5.33,2,6,5,48,64,83,1,65
2,7.49,1,2,4,59,92,74,1,63
5,6.24,4,5,5,47,82,59,1,73
1,6.37,0,1,4,80,79,90,0,55
1,9.11,1,5,5,87,66,47,0,80
5,9.93,1,2,5,85,40,46,0,73
1,7.32,1,7,3,95,88,76,0,77
2,6.61,1,5,5,45,87,76,0,66
2,9.66,1,7,1,48,55,59,0,72
2,7.5,4,7,1,50,74,44,0,75
4,8.65,0,2,1,93,54,51,1,60
4,7.07,0,6,5,86,73,60,1,72
2,6.01,3,3,3,86,92,59,1,67
5,8.27,2,1,0,44,50,44,1,52
5,8.32,1,2,1,47,48,62,1,54
3,7.3,0,7,4,91,100,96,1,77
3,6.35,2,2,2,74,96,46,0,60
2,9.16,2,3,2,91,63,40,1,73
1,6.38,4,2,3,99,76,64,1,70
1,8.3,1,1,2,64,74,58,1,58
5,6.92,3,4,3,75,61,41,1,69
1,7.36,2,5,2,78,79,51,0,70
6,6.06,4,6,0,88,77,81,0,71
4,8.25,1,6,0,83,46,64,0,67
1,6.13,0,2,0,45,83,99,0,44
1,7.43,3,5,0,63,69,71,0,66
3,6.64,1,6,1,94,99,99,0,69
6,9.82,4,5,4,60,68,87,1,86
1,9.91,4,6,0,75,94,82,1,85
4,8.77,4,4,5,57,78,57,0,82
1,9.92,4,2,1,87,80,70,0,78
5,5.57,4,7,3,40,48,97,1,67
6,9.96,3,1,2,68,40,100,0,68
1,5.52,2,2,2,56,42,83,0,49
6,7.08,2,5,1,44,44,48,0,59
1,6.19,0,3,5,96,50,60,1,60
4,9.77,2,4,5,94,43,93,1,82
4,8.18,4,1,2,89,83,78,1,71
6,7.99,2,1,5,45,72,46,1,63
2,9.99,2,5,0,97,72,52,1,79
3,8.06,4,1,2,94,84,59,0,72
3,8.23,3,5,0,84,59,52,1,71
5,5.22,4,1,0,47,76,91,1,49
2,9.3,2,1,2,98,59,67,0,69
3,9.85,2,6,1,64,73,76,0,78
6,9.8,0,6,3,58,60,64,0,73
3,6.11,4,5,1,99,97,85,1,74
5,6.13,0,4,4,87,90,87,1,63
1,6.83,0,1,4,89,46,84,1,55
3,6.55,1,2,0,78,55,65,1,50
6,6.53,0,3,0,95,71,83,0,54
6,8.03,2,6,1,48,75,72,1,68
5,9.03,2,7,1,97,89,79,1,83
5,9.68,1,5,0,67,50,79,0,68
4,5.34,1,1,5,92,95,94,0,59
4,6.39,4,6,3,96,87,93,0,80
4,6.28,1,4,3,70,68,66,1,60
1,6.79,3,6,4,40,81,54,1,72
6,7.12,2,2,5,80,73,42,1,67
4,6.95,2,5,3,100,98,68,0,76
6,9.76,1,2,2,49,94,70,1,66
5,7.19,1,6,0,92,95,98,1,69
1,7.76,2,3,1,89,49,79,0,63
5,8.74,1,4,0,61,42,94,1,60
6,8.63,4,5,2,40,61,95,1,74
2,7.91,1,5,3,52,71,57,1,67
2,9.3,1,1,0,53,83,63,0,58
4,8.12,4,2,2,62,59,100,0,67
2,9.37,4,5,5,78,99,78,1,92
5,6.51,4,2,3,67,41,100,0,62
2,5.66,2,3,4,68,47,93,1,58
3,9.1,1,1,5,97,89,96,1,74
1,6.91,4,7,4,79,80,83,0,83
6,8.26,4,3,4,72,64,86,1,76
4,8.69,2,1,5,41,50,47,0,63
5,6.63,3,1,2,82,63,68,0,59
1,7.53,1,2,2,72,65,87,1,58
4,9.47,3,7,1,63,74,76,0,82
5,9.4,3,7,1,51,79,76,1,80
2,8.75,4,6,4,79,44,48,1,84
6,8.81,2,1,0,67,54,84,0,58
3,9.49,1,3,3,74,81,69,1,72
3,8.68,1,6,1,49,53,54,0,66
2,6.7,1,3,3,86,76,79,0,62
6,5.6,3,7,5,83,57,51,1,75
1,7.11,0,6,0,73,51,91,0,58
6,5.44,2,3,4,96,42,100,1,61
2,5.58,0,2,3,44,79,80,0,47
5,9.75,3,2,5,80,85,66,1,82
1,8.38,4,4,4,57,72,86,0,78
3,9.26,0,7,3,45,43,86,0,70
2,8.21,0,7,0,50,93,70,0,66
5,7.09,2,5,1,85,96,52,1,70
2,5.13,3,4,2,40,79,54,1,56
4,9.78,2,4,4,62,65,93,0,77
4,5.35,4,1,1,43,60,44,1,49
4,8.05,1,7,3,46,84,81,1,72
3,5.51,3,1,5,80,55,94,0,60
6,6.42,4,4,5,88,87,64,1,78
1,5.93,4,5,1,56,62,51,1,63
3,7.77,0,4,2,50,63,88,0,58
5,9.44,2,2,4,94,99,48,0,79
5,8.18,0,3,4,97,48,100,0,66
4,8.32,0,4,1,66,58,65,1,60
1,9.54,1,1,0,51,66,76,1,57
4,8.75,2,5,3,86,79,48,0,79
5,9.33,1,1,1,73,70,44,1,61
5,7.08,4,7,0,47,90,94,1,72
6,9.33,1,2,4,91,40,85,1,70
6,8.23,4,7,3,62,52,46,0,81
6,5.68,0,6,4,65,84,80,1,63
4,5.19,1,1,2,73,43,70,0,45
2,6.22,2,7,5,95,94,83,1,80
1,6.89,1,6,0,71,64,76,1,61
6,9.19,4,1,2,45,49,46,1,66
3,8.71,3,5,2,40,62,44,1,71
6,9.78,2,7,2,96,97,91,0,89
4,7.8,4,6,0,98,82,100,0,79
1,8.74,3,5,3,89,69,56,0,81
6,6.38,2,1,4,43,53,50,0,53
1,8.4,3,1,3,64,71,76,1,66
3,8.53,0,4,5,47,69,99,1,67
5,9.24,0,2,3,79,44,75,1,63
1,7.68,1,6,3,85,84,66,0,74
2,8.25,1,4,4,59,54,40,1,67
6,6.02,1,5,4,53,56,97,0,60
4,8.68,1,4,0,72,87,40,0,66
2,9.19,3,4,5,97,72,53,0,86
2,7.97,2,6,1,91,51,92,1,72
4,5.58,2,1,4,42,64,99,1,50
4,6.56,1,1,4,54,91,67,1,56
4,7.38,0,6,5,66,58,80,0,69
2,8.39,4,2,1,58,98,40,1,70
1,6.6,1,3,4,40,92,47,0,59
4,9.2,1,3,3,96,62,84,0,72
5,6.86,0,6,5,74,78,80,0,70
2,5.21,4,6,4,91,44,86,1,72
2,8.97,3,4,0,72,79,98,1,72
2,8.22,3,2,4,90,60,82,1,73
3,9.01,4,2,1,56,97,65,1,72
1,6.74,4,5,3,52,75,75,0,71
1,5.09,3,1,1,91,53,68,0,52
4,5.37,1,7,5,87,45,79,1,68
2,5.56,1,6,4,97,58,84,1,67
2,9.03,0,7,4,51,43,88,1,72
4,6.51,4,6,0,78,63,43,0,70
1,9.99,1,6,3,65,65,81,1,79
4,8.79,1,6,4,66,81,41,0,78
4,8.01,0,5,0,63,58,97,0,59
4,9.92,4,3,0,95,98,69,1,82
4,6.58,0,2,1,56,100,86,1,51
4,5.83,0,7,3,50,71,59,1,60
6,8.69,3,3,2,61,81,69,1,71
6,6.39,0,1,5,47,84,57,1,52
2,9.81,4,1,0,81,74,69,1,72
2,9.94,1,6,2,87,93,85,1,82
6,9.63,1,7,1,71,79,74,1,78
1,9.72,3,1,0,68,81,40,0,67
3,8.08,4,3,5,81,41,97,1,76
1,8.46,1,7,3,71,72,42,1,77
2,5.47,0,2,2,95,49,62,1,49
6,8.82,2,7,3,96,84,98,0,86
1,6.01,2,5,2,79,72,84,0,64
3,9.2,2,2,1,44,62,79,1,61
4,9.81,2,2,0,88,73,61,1,69
5,6.06,0,4,0,52,96,88,1,51
6,5.39,1,2,1,64,81,94,0,48
6,7.42,3,5,5,81,75,100,1,79
3,8.96,0,4,5,49,69,87,1,69
4,8.85,1,2,4,65,78,87,0,68
4,8.48,4,4,2,65,44,83,0,73
5,9.1,1,7,5,60,60,90,1,80
4,5.87,1,2,5,62,55,87,0,55
3,8.26,1,1,2,83,46,54,0,58
2,8.03,0,1,4,51,48,100,1,54
4,5.77,1,2,1,78,91,80,0,53
2,7.07,1,7,3,82,96,55,1,75
2,9.26,4,4,3,91,80,66,1,85
3,9.86,4,5,1,95,82,71,1,87
6,8.33,2,1,3,98,63,73,1,67
6,9.61,0,4,1,97,88,96,0,72
6,5.66,1,5,2,64,65,81,0,57
1,9.88,2,4,2,51,71,51,1,73
6,5.17,2,2,4,75,82,57,0,58
3,7.64,0,1,5,71,66,57,0,59
5,6.46,2,1,1,57,80,99,0,52
4,9.07,2,1,5,81,58,43,1,71
6,6.09,0,2,3,59,47,73,0,48
1,5.06,3,5,1,41,76,78,0,56
2,7.07,2,5,0,99,45,58,0,65
1,5.32,4,6,4,72,58,82,1,71
3,6.45,2,6,0,85,82,84,0,66
5,8.22,0,7,4,56,62,100,0,71
6,6.47,0,1,4,98,41,91,1,54
6,6.23,3,6,4,75,100,70,0,77
1,5.78,3,7,0,69,42,88,0,63
3,5.68,4,5,4,96,41,70,1,72
1,7.63,4,6,1,48,52,81,0,70
1,8.41,2,6,1,70,71,87,1,73
5,7.26,3,1,0,78,82,59,1,59
3,5.62,4,5,2,60,64,87,0,65
5,8.24,2,7,2,61,82,59,0,76
3,7.79,1,1,0,56,52,71,1,49
6,6.91,2,5,4,42,69,59,1,66
4,6.65,4,4,4,71,58,55,0,72
2,5.92,2,1,4,72,63,98,0,56
4,5.73,1,6,0,49,93,96,0,56
3,6.69,4,7,4,44,84,58,1,78
4,5.21,2,7,1,43,72,70,0,59
1,7.18,4,7,4,90,98,52,1,88
6,8.01,2,6,0,77,52,94,1,68
2,9.71,0,1,4,71,70,59,0,66
2,8.13,4,6,1,77,77,82,1,79
2,8.12,4,3,5,80,47,51,1,77
6,6.87,4,1,0,59,97,88,0,59
4,5.67,4,5,2,48,69,86,1,64
2,7.23,2,7,0,100,58,65,1,72
2,7.99,3,4,3,54,71,74,1,71
3,8.62,2,4,2,91,69,80,0,73
1,9.13,1,5,2,47,94,49,1,71
3,6.28,0,2,0,95,85,51,0,52
4,6.21,2,7,3,73,77,93,1,71
6,7.83,2,6,2,69,56,63,1,71
6,7.83,4,1,5,49,73,48,0,69
3,6.09,1,7,4,53,55,95,1,65
5,7.94,4,4,3,99,98,44,0,83
3,6.73,4,5,3,95,76,70,0,78
5,8.2,3,4,5,73,94,93,1,80
3,6.46,0,7,5,98,91,97,0,76
5,7.96,3,7,0,95,45,73,0,75
5,8.84,4,7,0,61,41,99,1,76
2,9.9,0,7,0,52,44,84,0,68
2,9.56,2,4,3,90,81,50,1,80
5,7.52,1,7,1,99,58,48,1,72
